Route,Route Type,numero_vuelo,NB/WB,Flt Desg,Eff Date,Dis Date,Freq,Fleet,Equip,Service Type,Dept Arp,Dept Time,Arvl Arp,Arrv Time,Saleable config.,demora,TA,BU,owner,Provider Catering,Centralized Cat,Icebridge,Cycle_BC/PE,Cycle_YC,Cycle_Crew,bc_serv_1,bc_serv_2,bc_serv_3,pe_serv_1,pe_serv_2,yc_serv_1,yc_serv_2,yc_serv_3,yc_serv_4,crew_serv_1,crew_serv_2,crew_serv_3,crew_serv_4,"Provider
APV","Type
APV",Centralized APV,"Service
Bar",type_pdto,Cod_letter_triptico,PRINT,BOARDING,ttl_wkly_freq,mon,tue,wed,thu,fri,sat,sun,30-sept-24,31-oct-24,30-nov-24,31-dic-24,31-ene-25,Docs prov.,1,2,3,4,5,Config. Supply Planning,Dept Arp type,Provider Catering type,BC_PE rule group,BC_PE rule,YC rule group,YC rule,TC rule group,TC rule
SCLLIM,Corporate,LA2413,NB,LA2414,11/1/2024,11/10/2024,134567,320,328,J,SCL,8:55:00 p. m.,LIM,10:45:00 p. m.,W16Y156,3:50:00,2:05:00 a. m.,REG,LP,SCL,No,No,CV,CV,CV,0,0,0,HDL0,0,HLD2,0,0,0,HLDL,BF00,0,0,SCL,SH,No,PEC,TRIP PEC,SCL-HDL0-0-CV-TRIP PEC,SCL,SCL,6,X,,X,X,X,X,X,0,0,9,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-5,YNM04B,YNM04B-3,TCLPM01,TCLPM01-3
GRUSCL,Corporate,LA0005,NB,LA8207,11/1/2024,11/17/2024,.234567,321,31R,J,GRU,9:05:00 p. m.,SCL,1:25:00 a. m.,W16Y200,4:20:00,12:00:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,HDL0,0,HLD2,0,0,0,HLDL,SS00,0,0,GRU,SH,No,PEC,TRIP PEC,GRU-HDL0-0-CV-TRIP PEC,GRU,GRU,6,,X,X,X,X,X,X,0,0,15,0,0,GRU,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-5,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
LAXLIM,,LA2690,WB,LA2477,11/1/2024,11/2/2024,....56.,767,76N,J,LAX,9:35:00 p. m.,LIM,8:10:00 a. m.,J19Y211,8:35:00,3:50:00 a. m.,LH,LP,LAX,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHS0,FHB1,0,0,HLBC,SS00,HB00,BF00,LAX,REPO,No,LH,CM,LAX-HD00-HB00-0-CV-CM,LIM,LIM,2,,,,,X,X,,0,0,2,0,0,LIM,0,0,0,0,0,J20Y220,Caterer,Caterer,BCM05,BCM05-5,YWM06C,YWM06C-7,TCLPM03,TCLPM03-5
LIMMDZ,Leisure,LA2434,NB,LA2435,11/2/2024,11/10/2024,1...567,320,328,J,LIM,1:15:00 a. m.,MDZ,6:55:00 a. m.,W12Y162,3:40:00,1:05:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDE,0,0,0,HLDE,HB00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,4,X,,,,X,X,X,0,0,6,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCLPM02,TCLPM02-1
SCLLPB,Leisure,LA0890,NB,LA0890,11/2/2024,12/1/2024,.....67,320,328,J,SCL,6:29:00 a. m.,LPB,8:34:00 a. m.,W12Y162,3:05:00,12:40:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,2,,,,,,X,X,0,0,9,1,0,SCL,TARJETA EQUIPAJE Y DIVISAS BOLIVIA,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCLAM01,TCLAM01-2
SCLLIM,,LA0639,WB,LA0638,11/2/2024,1/29/2025,123..6.,788,788,J,SCL,8:20:00 a. m.,LIM,10:00:00 a. m.,J30Y217,3:40:00,1:50:00 a. m.,REG,LA,SCL,No,No,CV,CV,CV,HBE0,0,0,0,0,HB01,0,0,0,HBE0,BF00,0,0,SCL,SH,Yes,SH,TRIP BC,SCL-HBE0-0-0-CV-TRIP BC,SCL,SCL,4,X,X,X,,,X,,0,0,17,18,17,SCL,0,0,0,0,0,J30Y220,HUB,HUB,BCM03,BCM03-3,YWM04,YWM04-2,TCLAM01,TCLAM01-2
SCLPUJ,,LA0592,WB,LA0592,11/2/2024,11/30/2024,..3..6.,788,788,J,SCL,8:40:00 a. m.,PUJ,3:20:00 p. m.,J30Y213,7:40:00,1:30:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,HB00,HL00,0,0,0,FHB0,FHS0,0,0,HB00,HLBC,BF00,0,SCL,LH,No,LH,CM,SCL-HB00-HL00-0-CV-CM,SCL,SCL,2,,,X,,,X,,0,0,9,0,0,SCL,0,0,0,0,0,J30Y220,HUB,HUB,BCM05,BCM05-3,YWM06E,YWM06E-3,TCLAM02,TCLAM02-2
LPBVVI,Leisure,LA0890,NB,LA0890,11/2/2024,12/1/2024,.....67,320,328,J,LPB,9:14:00 a. m.,VVI,10:31:00 a. m.,W12Y162,1:17:00,12:40:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,SNK2,0,DP00,0,0,0,HB00,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,2,,,,,,X,X,0,0,9,1,0,SCL,TARJETA EQUIPAJE Y DIVISAS BOLIVIA,0,0,0,0,W12Y162,Station,HUB,PCM01,PCM01-1,YNM01,YNM01-1,TCLAM01,TCLAM01-2
SCLMDZ,Leisure,LA0435,NB,LA0434,11/2/2024,11/23/2024,.....6.,321,31R,J,SCL,9:25:00 a. m.,MDZ,10:30:00 a. m.,W12Y206,1:05:00,1:00:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,SNK2,0,DP00,0,0,0,HB00,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,1,,,,,,X,,0,0,4,0,0,SCL,0,0,0,0,0,W12Y206,HUB,HUB,PCM01,PCM01-1,YNM01,YNM01-1,TCLAM01,TCLAM01-2
MIAPUJ,,LA0591,WB,LA0591,11/2/2024,11/2/2024,.....6.,789,789,J,MIA,10:20:00 a. m.,PUJ,12:45:00 p. m.,J30Y270,2:25:00,1:30:00 a. m.,LH,LA,MIA,No,No,CV,CV,CV,SAM0,0,0,0,0,SNK4,0,0,0,HLDE,BF00,0,0,MIA,REPO,No,0,0,0,0,0,1,,,,,,X,,0,0,1,0,0,SCL,0,0,0,0,0,J30Y274,Caterer,Caterer,BCM02B,BCM02B-2,YWM02B,YWM02B-2,TCLAM01,TCLAM01-3
GRUSCL,Corporate,LA8105,NB,LA8104,11/2/2024,11/9/2024,.....67,321,31R,J,GRU,10:45:00 a. m.,SCL,3:00:00 p. m.,W16Y200,4:15:00,1:00:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,HLL0,0,HLD2,0,0,0,HLDL,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,GRU-HLL0-0-CV-TRIP PEC,GRU,GRU,2,,,,,,X,X,0,0,3,0,0,GRU,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-3,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
VVISCL,Leisure,LA0477,NB,LA0890,11/2/2024,12/1/2024,.....67,320,328,J,VVI,11:11:00 a. m.,SCL,3:17:00 p. m.,W12Y162,3:06:00,12:50:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,CLL0,0,SPM2,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,2,,,,,,X,X,0,0,9,1,0,SCL,0,0,0,0,0,W12Y162,Station,HUB,PCM02,PCM02-3,YNM02,YNM02-3,TCLAM01,TCLAM01-3
MDZSCL,Leisure,LA8206,NB,LA0435,11/2/2024,11/23/2024,.....6.,321,31R,J,MDZ,11:30:00 a. m.,SCL,12:29:00 p. m.,W12Y206,0:59:00,2:16:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,SNK2,0,DP00,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,1,,,,,,X,,0,0,4,0,0,SCL,0,0,0,0,0,W12Y206,Station,HUB,PCM01,PCM01-1,YNM01,YNM01-1,TCLAM01,TCLAM01-3
SCLCOR,Leisure,LA0491,NB,LA0492,11/2/2024,1/2/2025,1..4.6.,321,31R,J,SCL,11:41:00 a. m.,COR,1:15:00 p. m.,W8Y212,1:34:00,1:00:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,SWPM,0,SNK1,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,3,X,,,X,,X,,0,0,13,13,1,SCL,0,0,0,0,0,W12Y206,HUB,HUB,PCM02B,PCM02B-1,YNM02B,YNM02B-1,TCLAM01,TCLAM01-3
LIMSCL,,LA0602,WB,LA0639,11/2/2024,1/29/2025,123..6.,788,788,J,LIM,11:50:00 a. m.,SCL,5:20:00 p. m.,J30Y217,3:30:00,6:25:00 a. m.,REG,LA,LIM,No,No,CV,CV,CV,HL20,0,0,0,0,HS01,0,0,0,HLD2,BF00,0,0,SCL,SH,Yes,SH,TRIP BC,LIM-HL20-0-0-CV-TRIP BC,SCL,SCL,4,X,X,X,,,X,,0,0,17,18,17,SCL,0,0,0,0,0,J30Y220,HUB,HUB,BCM03,BCM03-4,YWM04,YWM04-3,TCLAM01,TCLAM01-3
PUJSCL,,LA0801,WB,LA0591,11/2/2024,11/30/2024,..3..6.,789,789,J,PUJ,2:15:00 p. m.,SCL,10:50:00 p. m.,J30Y270,7:35:00,1:50:00 a. m.,LH,LA,MIA,No,No,CV,CV + CD,CV,HL00,SSE0,0,0,0,FHS0,FHS0,0,0,HLBC,SS00,BF00,0,MIA,REPO,No,LH,CM,MIA-HL00-SSE0-0-CV-CM,SCL,MIA,2,,,X,,,X,,0,0,9,0,0,SCL,0,0,0,0,0,J30Y274,Station,Caterer,BCM05,BCM05-4,YWM06E,YWM06E-6,TCLAM02,TCLAM02-5
SCLMAD,,LA0707,WB,LA0708,11/2/2024,11/9/2024,.....6.,788,788,J,SCL,4:00:00 p. m.,MAD,8:55:00 a. m.,J30Y213,12:55:00,2:10:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,HL00,SNK4,HB00,0,0,FHL0,SNK4,FHB0,0,HLBC,SS00,HB00,BF00,SCL,LH,No,LH,CM,SCL-HL00-0-HB00-CV-CM,SCL,SCL,1,,,,,,X,,0,0,2,0,0,SCL,FORMULARIO LOCALIZACION PASAJERO ESPAÑA ESP,FORMULARIO LOCALIZACION PASAJERO ESPAÑA ING,0,0,0,J30Y220,HUB,HUB,BCM06,BCM06-5,YWM07,YWM07-5,TCLAM03,TCLAM03-4
SCLGRU,Corporate,LA3452,NB,LA8105,11/2/2024,11/9/2024,.....67,321,31R,J,SCL,4:00:00 p. m.,GRU,8:05:00 p. m.,W16Y200,4:05:00,12:00:00 a. m.,REG,JJ,SCL,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,SCL-SSPY-0-CV-TRIP PEC,GRU,GRU,2,,,,,,X,X,0,0,3,0,0,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-4,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
PUJMIA,,LA0501,WB,LA0592,11/2/2024,11/2/2024,.....6.,788,788,J,PUJ,4:50:00 p. m.,MIA,7:35:00 p. m.,J30Y213,2:45:00,2:10:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,SPM0,0,0,0,0,SNK4,0,0,0,HLDE,BF00,0,0,SCL,LH,No,0,0,0,0,0,1,,,,,,X,,0,0,1,0,0,SCL,0,0,0,0,0,J30Y220,Station,HUB,BCM02B,BCM02B-3,YWM02B,YWM02B-3,TCLAM01,TCLAM01-3
GRUMAD,,LA8075,WB,LA8076,11/2/2024,1/26/2025,.....67,789,78N,J,GRU,6:00:00 p. m.,MAD,8:00:00 a. m.,J30Y268,10:00:00,5:10:00 a. m.,LH,JJ,GRU,No,No,CV,CV,CV,HD00,HB00,SNK4*,0,0,FHD0,FHB0,SNK4*,0,HLBC,HLDE,HB00,0,GRU,LH,No,LH,CM,GRU-HD00-HB00-0-CV-CM,GRU,GRU,2,,,,,,X,X,0,0,9,9,8,GRU,FORMULARIO LOCALIZACION PASAJERO ESPAÑA ESP,FORMULARIO LOCALIZACION PASAJERO ESPAÑA ING,0,0,0,J30Y274,HUB,HUB,BCM06,BCM06-7,YWM07,YWM07-7,TCJJM03,TCJJM03-7
MIASCL,,LA0582,WB,LA0501,11/2/2024,11/2/2024,.....6.,788,788,J,MIA,9:45:00 p. m.,SCL,7:00:00 a. m.,J30Y213,8:15:00,2:55:00 a. m.,LH,LA,MIA,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB0,0,0,HLBC,HB00,BF00,0,MIA,REPO,No,LH,CM,MIA-HD00-HB00-0-CV-CM,SCL,MIA,1,,,,,,X,,0,0,1,0,0,SCL,0,0,0,0,0,J30Y220,Caterer,Caterer,BCM05,BCM05-5,YWM06,YWM06-7,TCLAM02,TCLAM02-4
GRULIS,,LA8149,WB,LA8148,11/2/2024,1/25/2025,.....6.,789,78N,J,GRU,10:10:00 p. m.,LIS,10:50:00 a. m.,J30Y268,9:40:00,3:35:00 a. m.,LH,JJ,GRU,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB0,0,0,HLBC,HB00,HLDE,0,GRU,LH,No,LH,CM,GRU-HD00-HB00-0-CV-CM,GRU,GRU,1,,,,,,X,,0,0,5,4,4,GRU,0,0,0,0,0,J30Y274,HUB,HUB,BCM05,BCM05-5,YWM06,YWM06-7,TCJJM03,TCJJM03-10
SCLMIA,,LA0583,WB,LA0500,11/2/2024,11/24/2024,.....67,788,788,J,SCL,10:40:00 p. m.,MIA,5:15:00 a. m.,J30Y213,8:35:00,4:10:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB0,0,0,HLBC,HB00,BF00,0,SCL,LH,No,LH,CM,SCL-HD00-HB00-0-CV-CM,SCL,SCL,2,,,,,,X,X,0,0,8,0,0,SCL,0,0,0,0,0,J30Y220,HUB,HUB,BCM05,BCM05-5,YWM06,YWM06-7,TCLAM02,TCLAM02-4
GRUJFK,,LA8181,WB,LA8180,11/2/2024,1/31/2025,1234567,789,78N,J,GRU,10:45:00 p. m.,JFK,6:45:00 a. m.,J30Y268,10:00:00,10:45:00 a. m.,LH,JJ,GRU,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB1,0,0,HLBC,SS00,HB00,0,GRU,LH,No,LH,CM,GRU-HD00-HB00-0-CV-CM,GRU,GRU,7,X,X,X,X,X,X,X,0,0,29,31,31,GRU,0,0,0,0,0,J30Y274,HUB,HUB,BCM05,BCM05-5,YWM06B,YWM06B-7,TCJJM03,TCJJM03-9
SCLJFK,,LA0533,WB,LA0532,11/2/2024,11/29/2024,....56.,789,789,J,SCL,10:55:00 p. m.,JFK,7:35:00 a. m.,J30Y270,10:40:00,10:55:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB0,0,0,HLBC,SS00,HB00,BF00,SCL,LH,No,LH,CM,SCL-HD00-HB00-0-CV-CM,SCL,SCL,2,,,,,X,X,,0,0,8,0,0,SCL,0,0,0,0,0,J30Y274,HUB,HUB,BCM06,BCM06-7,YWM07,YWM07-7,TCLAM03,TCLAM03-4
GRUMIA,,LA8195,WB,LA8190,11/2/2024,11/9/2024,..34.6.,777,77R,J,GRU,11:10:00 p. m.,MIA,5:35:00 a. m.,J38Y372,8:25:00,4:05:00 a. m.,LH,JJ,GRU,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB1,0,0,HLBC,SS00,HB00,0,GRU,LH,No,LH,CM,GRU-HD00-HB00-0-CV-CM,GRU,GRU,3,,,X,X,,X,,0,0,4,0,0,GRU,0,0,0,0,0,J38Y372,HUB,HUB,BCM05,BCM05-5,YWM06B,YWM06B-7,TCJJM03,TCJJM03-9
SCLLAX,,LA0603,WB,LA0602,11/2/2024,11/3/2024,.....67,788,788,J,SCL,11:45:00 p. m.,LAX,6:25:00 a. m.,J30Y213,11:40:00,8:15:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,HD00,HB00,SNK4*,0,0,FHD0,FHB0,SNK4*,0,HLBC,SS00,HB00,BF00,SCL,LH,No,LH,CM,SCL-HD00-HB00-0-CV-CM,SCL,SCL,2,,,,,,X,X,0,0,2,0,0,SCL,0,0,0,0,0,J30Y220,HUB,HUB,BCM06,BCM06-7,YWM07,YWM07-7,TCLAM03,TCLAM03-4
LIMJFK,,LA2691,WB,LA2468,11/3/2024,1/31/2025,1234567,767,76N,J,LIM,12:05:00 a. m.,JFK,8:15:00 a. m.,J19Y211,8:10:00,4:40:00 a. m.,LH,LP,LIM,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHS0,FHB1,0,0,HLBC,BF00,HB00,BF00,LIM,LH,No,LH,CM,LIM-HD00-HB00-0-CV-CM,LIM,LIM,7,X,X,X,X,X,X,X,0,0,28,31,31,LIM,0,0,0,0,0,J20Y220,HUB,HUB,BCM05,BCM05-1,YWM06C,YWM06C-1,TCLPM03,TCLPM03-1
LIMMIA,,LA2481,WB,LA2480,11/3/2024,1/31/2025,1234567,767,76N,J,LIM,12:20:00 a. m.,MIA,6:20:00 a. m.,J20Y213,6:00:00,9:45:00 a. m.,LH,LP,LIM,No,No,CV,CV,CV,HD20,0,0,0,0,FHS0,0,0,0,HLD2,BF00,HB00,BF00,LIM,LH,No,SH,TRIP BC,LIM-HD20-0-0-CV-TRIP BC,LIM,LIM,7,X,X,X,X,X,X,X,0,0,28,31,31,LIM,0,0,0,0,0,J20Y220,HUB,HUB,BCM04,BCM04-1,YWM05C,YWM05C-1,TCLPM03,TCLPM03-1
LIMLAX,,LA2479,WB,LA2478,11/3/2024,1/31/2025,1234567,767,76N,J,LIM,12:50:00 a. m.,LAX,6:55:00 a. m.,J19Y211,9:05:00,4:25:00 a. m.,LH,LP,LIM,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHS0,FHB1,0,0,HLBC,BF00,HB00,BF00,LIM,LH,No,LH,CM,LIM-HD00-HB00-0-CV-CM,LIM,LIM,7,X,X,X,X,X,X,X,0,0,28,31,31,LIM,0,0,0,0,0,J20Y220,HUB,HUB,BCM05,BCM05-1,YWM06C,YWM06C-1,TCLPM03,TCLPM03-1
BOGMIA,Leisure,LA4401,NB,LA4400,11/3/2024,1/31/2025,1234567,320,328,J,BOG,6:47:00 a. m.,MIA,10:49:00 a. m.,W16Y156,4:02:00,1:37:00 a. m.,LH,4C,BOG,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,BF00,0,0,BOG,LH,No,PEL,TRIP PEL,BOG-HBPY-0-CV-TRIP PEL,LIM,BOG,7,X,X,X,X,X,X,X,0,0,28,31,31,BOG,0,0,0,0,0,W12Y162,OP HUB,OP HUB,PCM03,PCM03-2,YNM04,YNM04-2,TC4CM01,TC4CM01-2
SCLGRU,,LA8126,WB,LA0626,11/3/2024,1/30/2025,12.4..7,789,789,J,SCL,7:15:00 a. m.,GRU,11:10:00 a. m.,J30Y274,3:55:00,1:40:00 a. m.,REG,LA,SCL,No,No,CV,CV,CV,HBE0,0,0,0,0,HB01,0,0,0,HBE0,BF00,0,0,SCL,SH,Yes,SH,TRIP BC,SCL-HBE0-0-0-CV-TRIP BC,SCL,SCL,4,X,X,,X,,,X,0,0,16,19,17,SCL,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,J30Y274,HUB,HUB,BCM03,BCM03-3,YWM04,YWM04-2,TCLAM01,TCLAM01-2
LIMHAV,Leisure,LA2411,NB,LA2410,11/3/2024,11/9/2024,.2.4567,320,328,J,LIM,8:45:00 a. m.,HAV,2:15:00 p. m.,W8Y168,5:30:00,2:00:00 a. m.,LH,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,SS00,BF00,0,LIM,LH,Yes,PEL,TRIP PEL,LIM-HBPY-0-CV-TRIP PEL,LIM,LIM,5,,X,,X,X,X,X,0,0,5,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLPM02,TCLPM02-2
UIOMIA,Leisure,LA1453,NB,LA1454,11/3/2024,1/31/2025,1234567,320,328,J,UIO,9:11:00 a. m.,MIA,1:29:00 p. m.,W12Y162,4:18:00,1:16:00 a. m.,LH,XL,UIO,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,HLDE,0,0,UIO,LH,No,PEL,TRIP PEL,UIO-HBPY-0-CV-TRIP PEL,LIM,UIO,7,X,X,X,X,X,X,X,0,0,28,31,31,UIO,0,0,0,0,0,W12Y162,OP HUB,OP HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCXLM01B,TCXLM01B-2
MIACUN,,LA0583,WB,LA0583,11/3/2024,11/24/2024,......7,788,788,J,MIA,9:25:00 a. m.,CUN,11:25:00 a. m.,J30Y213,2:00:00,1:40:00 a. m.,LH,LA,MIA,No,No,CV,CV,CV,SAM0,0,0,0,0,SNK4,0,0,0,HB00,BF00,0,0,MIA,REPO,No,0,0,0,0,0,1,,,,,,,X,0,0,4,0,0,SCL,0,0,0,0,0,J30Y220,Caterer,Caterer,BCM02B,BCM02B-2,YWM02B,YWM02B-2,TCLAM01,TCLAM01-2
MIAGRU,,LA8148,WB,LA8195,11/3/2024,11/10/2024,...45.7,777,77R,J,MIA,9:40:00 a. m.,GRU,8:00:00 p. m.,J38Y372,8:20:00,2:40:00 a. m.,LH,JJ,MIA,No,No,CV,CV,CV,HB00,HL00,0,0,0,FHB1,FHLD,0,0,HB00,HLBC,HLDE,0,MIA,REPO,No,LH,CM,MIA-HB00-HL00-0-CV-CM,SCL,MIA,3,,,,X,X,,X,0,0,4,0,0,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,J38Y372,Caterer,Caterer,BCM05,BCM05-3,YWM06B,YWM06B-3,TCJJM03,TCJJM03-5
SCLCUN,,LA0582,WB,LA0582,11/3/2024,11/24/2024,......7,788,788,J,SCL,9:55:00 a. m.,CUN,3:55:00 p. m.,J30Y213,8:00:00,12:45:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,HB00,HL00,0,0,0,FHB0,FHLD,0,0,HB00,BF00,HLBC,BF00,SCL,LH,No,LH,CM,SCL-HB00-HL00-0-CV-CM,SCL,SCL,1,,,,,,,X,0,0,4,0,0,SCL,0,0,0,0,0,J30Y220,HUB,HUB,BCM05,BCM05-3,YWM06D,YWM06D-3,TCLAM02B,TCLAM02B-2
BOGMCO,Leisure,LA4407,NB,LA4406,11/3/2024,1/31/2025,1234567,320,328,J,BOG,10:15:00 a. m.,MCO,2:32:00 p. m.,W12Y162,4:17:00,1:38:00 a. m.,LH,4C,BOG,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HLDE,BF00,0,0,BOG,REPO,No,PEL,TRIP PEL,BOG-HBPY-0-CV-TRIP PEL,LIM,BOG,7,X,X,X,X,X,X,X,0,0,28,31,31,BOG,0,0,0,0,0,W12Y162,OP HUB,OP HUB,PCM03,PCM03-2,YNM04,YNM04-2,TC4CM01,TC4CM01-3
SCLMIA,,LA0503,WB,LA0502,11/3/2024,12/1/2024,.....67,789,789,J,SCL,10:25:00 a. m.,MIA,4:55:00 p. m.,J30Y270,8:30:00,2:25:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,HB00,HL00,0,0,0,FHB0,FHLD,0,0,HLBC,HB00,BF00,0,SCL,LH,No,LH,CM,SCL-HB00-HL00-0-CV-CM,SCL,SCL,2,,,,,,X,X,0,0,8,1,0,SCL,0,0,0,0,0,J30Y274,HUB,HUB,BCM05,BCM05-3,YWM06,YWM06-3,TCLAM02,TCLAM02-5
GRUMIA,,LA8191,WB,LA8194,11/3/2024,1/31/2025,1234567,777,77R,J,GRU,10:50:00 a. m.,MIA,5:15:00 p. m.,J38Y372,8:25:00,2:05:00 a. m.,LH,JJ,GRU,No,No,CV,CV,CV,HL00,SSE0,0,0,0,FHL0,FHS0,0,0,HLBC,SS00,HLDE,0,GRU,LH,No,LH,CM,GRU-HL00-SSE0-0-CV-CM,GRU,GRU,7,X,X,X,X,X,X,X,0,0,28,31,31,GRU,0,0,0,0,0,J38Y372,HUB,HUB,BCM05,BCM05-4,YWM06B,YWM06B-6,TCJJM03,TCJJM03-6
BOGMIA,Leisure,LA4403,NB,LA4402,11/3/2024,1/31/2025,1234567,320,328,J,BOG,11:00:00 a. m.,MIA,2:57:00 p. m.,W16Y156,3:57:00,1:35:00 a. m.,LH,4C,BOG,No,No,CV,CV,CV,0,0,0,HLL0,0,HLDE,0,0,0,HLDL,BF00,0,0,BOG,LH,No,PEL,TRIP PEL,BOG-HLL0-0-CV-TRIP PEL,LIM,BOG,7,X,X,X,X,X,X,X,0,0,28,31,31,BOG,0,0,0,0,0,W12Y162,OP HUB,OP HUB,PCM03,PCM03-3,YNM04,YNM04-3,TC4CM01,TC4CM01-3
LAXLIM,,LA2480,WB,LA2479,11/3/2024,1/31/2025,1234567,767,76N,J,LAX,11:20:00 a. m.,LIM,10:55:00 p. m.,J19Y211,8:35:00,1:25:00 a. m.,LH,LP,LAX,No,No,CV,CV + CD,CV,HL00,SSE0,0,0,0,FHS0,FHS0,0,0,HLBC,BF00,SS00,BF00,LAX,REPO,No,LH,CM,LAX-HL00-SSE0-0-CV-CM,LIM,LIM,7,X,X,X,X,X,X,X,0,0,28,31,31,LIM,0,0,0,0,0,J20Y220,Caterer,Caterer,BCM05,BCM05-4,YWM06C,YWM06C-6,TCLPM03,TCLPM03-3
LIMLAX,,LA2477,WB,LA2476,11/3/2024,1/31/2025,..3.567,767,76N,J,LIM,12:00:00 p. m.,LAX,6:05:00 p. m.,J19Y211,9:05:00,2:30:00 a. m.,LH,LP,LIM,No,No,CV,CV + CD,CV,HL00,SSE0,0,0,0,FHS0,FHS0,0,0,HLBC,BF00,SS00,BF00,LIM,LH,No,LH,CM,LIM-HL00-SSE0-0-CV-CM,LIM,LIM,4,,,X,,X,X,X,0,0,16,17,18,LIM,0,0,0,0,0,J20Y220,HUB,HUB,BCM05,BCM05-4,YWM06C,YWM06C-6,TCLPM03,TCLPM03-3
LIMJFK,,LA2469,WB,LA2690,11/3/2024,1/31/2025,..3.5.7,767,76N,J,LIM,12:00:00 p. m.,JFK,8:10:00 p. m.,J19Y211,8:10:00,2:40:00 a. m.,LH,LP,LIM,No,No,CV,CV + CD,CV,HL00,SSE0,0,0,0,FHS0,FHS0,0,0,HLBC,BF00,SS00,BF00,LIM,LH,No,LH,CM,LIM-HL00-SSE0-0-CV-CM,LIM,LIM,3,,,X,,X,,X,0,0,12,13,14,LIM,0,0,0,0,0,J20Y220,HUB,HUB,BCM05,BCM05-4,YWM06C,YWM06C-6,TCLPM03,TCLPM03-3
